id,override,title,description
p785-v2302-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Braunes Wildleder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p2-v1524-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Schwarzes Grain-Leder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p1629-v3146-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Braunes Kalbsleder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p1630-v3147-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Mittelbraunes Wildleder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p4-v1526-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Braunes Grain-Leder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p1628-v3145-s,de_DE,MORJAS The Penny Loafer Rubber Sole - Burgundy Kalbsleder,"Unser Flaggschiffmodell, 2017 eingeführt und seither kontinuierlich verfeinert, steht auf einer schmalen Sohle für ein elegantes, niedriges Profil. Seine vielseitige Silhouette bewegt sich mühelos zwischen Casual und Formal. Jedes Paar wird in Almansa von Hand gefertigt und mit Goodyear-Rahmennaht verarbeitet – für dauerhaften Komfort und Beständigkeit."
p3122-v4803-s,de_DE,MORJAS Der Ivy Loafer - Schwarzes Kalbsleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p3124-v4805-s,de_DE,MORJAS Der Ivy Loafer - Braunes Wildleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p7336-v9091-s,de_DE,MORJAS The Ivy Loafer - Schwarzes Grain-Leder,"Der Ivy Loafer ist ein Penny Loafer, der vom old-school Ivy-Stil inspiriert ist. Er ist mit einem etwas kantigeren und entspannteren Look, als unser Hauptmodell des Penny Loafers konstruiert, was zu einer zeitlosen und sportlichen Silhouette führt. Das kürzere Oberleder und 360-Grad-Rahmennaht verstärken weiter die Designelemente, die von der College-Ästhetik inspiriert sind."
p3123-v4804-s,de_DE,MORJAS Der Ivy Loafer - Burgundy Kalbsleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p7803-v9585-s,de_DE,MORJAS The Ivy Loafer - Braunes Grain-Leder,"Der Ivy Loafer ist ein Penny Loafer, der vom old-school Ivy-Stil inspiriert ist. Er ist mit einem etwas kantigeren und entspannteren Look, als unser Hauptmodell des Penny Loafers konstruiert, was zu einer zeitlosen und sportlichen Silhouette führt. Das kürzere Oberleder und 360-Grad-Rahmennaht verstärken weiter die Designelemente, die von der College-Ästhetik inspiriert sind."
p7335-v9090-s,de_DE,MORJAS The Ivy Loafer - Schwarzes Wildleder,"Der Ivy Loafer ist ein Penny Loafer, der vom old-school Ivy-Stil inspiriert ist. Er ist mit einem etwas kantigeren und entspannteren Look, als unser Hauptmodell des Penny Loafers konstruiert, was zu einer zeitlosen und sportlichen Silhouette führt. Das kürzere Oberleder und 360-Grad-Rahmennaht verstärken weiter die Designelemente, die von der College-Ästhetik inspiriert sind."
p3420-v5102-s,de_DE,MORJAS The Ivy Loafer Rubber Sole - Schwarzes Kalbsleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p3422-v5104-s,de_DE,MORJAS The Ivy Loafer Rubber Sole - Braunes Wildleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p7805-v9587-s,de_DE,MORJAS The Ivy Loafer - Rubber Sole - Schwarzes Grain-Leder,"Der Ivy Loafer ist ein Penny Loafer, der vom old-school Ivy-Stil inspiriert ist. Er ist mit einem etwas kantigeren und entspannteren Look, als unser Hauptmodell des Penny Loafers konstruiert, was zu einer zeitlosen und sportlichen Silhouette führt. Das kürzere Oberleder und 360-Grad-Rahmennaht verstärken weiter die Designelemente, die von der College-Ästhetik inspiriert sind."
p3421-v5103-s,de_DE,MORJAS The Ivy Loafer Rubber Sole - Burgundy Kalbsleder,"Der Ivy Loafer ist vom klassischen Ivy-Stil inspiriert. Seine etwas kantigere Form und der entspannte Schnitt unterscheiden ihn von unserem Penny Loafer und verleihen ihm eine sportliche, zeitlose Silhouette. Ein kürzerer Schaft und die durchgehende Rahmennaht betonen den College-Charakter."
p7777-v9559-s,de_DE,MORJAS The Ivy Loafer - Rubber Sole - Braunes Grain-Leder,"Der Ivy Loafer ist ein Penny Loafer, der vom old-school Ivy-Stil inspiriert ist. Er ist mit einem etwas kantigeren und entspannteren Look, als unser Hauptmodell des Penny Loafers konstruiert, was zu einer zeitlosen und sportlichen Silhouette führt. Das kürzere Oberleder und 360-Grad-Rahmennaht verstärken weiter die Designelemente, die von der College-Ästhetik inspiriert sind."
p35-v1527-s,de_DE,MORJAS The Tassel Loafer - Schwarzes Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p9-v1530-s,de_DE,MORJAS The Tassel Loafer - Braunes Wildleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p37-v1529-s,de_DE,MORJAS The Tassel Loafer - Braunes Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p10-v1531-s,de_DE,MORJAS The Tassel Loafer - Mittelbraunes Wildleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p36-v1528-s,de_DE,MORJAS The Tassel Loafer - Burgundy Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p788-v2305-s,de_DE,MORJAS The Tassel Loafer Rubber Sole - Schwarzes Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p787-v2304-s,de_DE,MORJAS The Tassel Loafer Rubber Sole - Braunes Wildleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p1624-v3141-s,de_DE,MORJAS The Tassel Loafer Rubber Sole - Braunes Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p1625-v3142-s,de_DE,MORJAS The Tassel Loafer Rubber Sole - Mittelbraunes Wildleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p1623-v3140-s,de_DE,MORJAS The Tassel Loafer Rubber Sole - Burgundy Kalbsleder,"Der Tassel Loafer wird in Spanien von Hand gefertigt, mit Goodyear-Rahmen, abgerundeter Passform im Vorfußbereich und leicht geformter Taille und Ferse. Die schlanke Silhouette wird durch die beiden Quasten abgerundet, die Bewegung und charakteristische Note verleihen."
p3691-v5446-s,de_DE,MORJAS The Belgian Unlined - Beiges Wildleder – Ungefüttert,Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die ungefütterte Verarbeitung verleiht dem Schuh eine entspannte Form und sorgt für besonderen Tragekomfort – egal ob tagsüber oder am Abend.
p3690-v5445-s,de_DE,MORJAS The Belgian Unlined - Taupefarbenes Nubukleder – Ungefüttert,Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die ungefütterte Verarbeitung verleiht dem Schuh eine entspannte Form und sorgt für besonderen Tragekomfort – egal ob tagsüber oder am Abend.
p125-v1642-s,de_DE,MORJAS The Belgian - Schwarzes Wildleder,Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die dünne Ledersohle und der kleine Absatz sorgen für eine klassische und schlanke Silhouette.
p1643-v3160-s,de_DE,MORJAS The Belgian - Schwarzes Hirschleder,Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die dünne Ledersohle und der kleine Absatz sorgen für eine klassische und schlanke Silhouette.
p1644-v3161-s,de_DE,MORJAS The Belgian - Braunes Hirschleder,Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die dünne Ledersohle und der kleine Absatz sorgen für eine klassische und schlanke Silhouette.
p7766-v9534-s,de_DE,MORJAS The Belgian - Schwarzes Lackleder,"Gefertigt aus Lackleder, interpretiert dieser Belgian eine dezente Alternative zum Opera Pump für formelle Abendanlässe, mit einer schlanken Silhouette, die das Modell so vielseitig macht. Der Hochglanz verleiht dem Schuh eine formelle Präsenz, während die dünne Ledersohle und der niedrige Absatz die Linie klar halten. Handgefertigt in Spanien."
p3428-v5110-s,de_DE,MORJAS The Belgian Rubber Sole - Schwarzes Hirschleder,"Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die farblich passenden, weichen Gummisohlen sorgen für ein neues Maß an Komfort und eignen sich ideal für Zuhause oder in der Stadt."
p3427-v5109-s,de_DE,MORJAS The Belgian Rubber Sole - Braunes Hirschleder,"Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die farblich passenden, weichen Gummisohlen sorgen für ein neues Maß an Komfort und eignen sich ideal für Zuhause oder in der Stadt."
p3555-v5310-s,de_DE,MORJAS The Belgian Rubber Sole - Schwarzes Wildleder,"Der Belgian ist unsere elegante Interpretation eines klassischen Loafers. Er lässt sich vielseitig kombinieren – von Jeans bis Smoking. Die farblich passenden, weichen Gummisohlen sorgen für ein neues Maß an Komfort und eignen sich ideal für Zuhause oder in der Stadt."
p1638-v3155-s,de_DE,MORJAS The Horsebit Loafer - Schwarzes Kalbsleder,"Der Horsebit Loafer wird auf dem gleichen Leisten wie unsere Penny Loafer gefertigt und mit einem metallenen Bit-Detail über dem Vamp veredelt. Rahmengenäht auf einer einfachen Ledersohle und vollständig mit Leder gefüttert. Eine klassische Silhouette, inspiriert vom Design der 1950er Jahre, mit zeitgemäßen Proportionen neu interpretiert und ebenso passend zum Anzug wie zur getragenen Jeans. Handgefertigt in Almansa, Spanien."
p1639-v3156-s,de_DE,MORJAS Der Horsebit Loafer - Braunes Wildleder,"Der Horsebit Loafer wird auf dem gleichen Leisten wie unsere Penny Loafer gefertigt und mit einem metallenen Bit-Detail über dem Vamp veredelt. Rahmengenäht auf einer einfachen Ledersohle und vollständig mit Leder gefüttert. Eine klassische Silhouette, inspiriert vom Design der 1950er Jahre, mit zeitgemäßen Proportionen neu interpretiert und ebenso passend zum Anzug wie zur getragenen Jeans. Handgefertigt in Almansa, Spanien."
p7769-v9537-s,de_DE,MORJAS The Horsebit Loafer - Schwarzes Grain-Leder,"Der Horsebit Loafer wird auf dem gleichen Leisten wie unsere Penny Loafer gefertigt und mit einem metallenen Bit-Detail über dem Vamp veredelt. Rahmengenäht auf einer einfachen Ledersohle und vollständig mit Leder gefüttert. Eine klassische Silhouette, inspiriert vom Design der 1950er Jahre, mit zeitgemäßen Proportionen neu interpretiert und ebenso passend zum Anzug wie zur getragenen Jeans. Handgefertigt in Almansa, Spanien."
p7770-v9538-s,de_DE,MORJAS The Horsebit Loafer - Braunes Grain-Leder,"Der Horsebit Loafer wird auf dem gleichen Leisten wie unsere Penny Loafer gefertigt und mit einem metallenen Bit-Detail über dem Vamp veredelt. Rahmengenäht auf einer einfachen Ledersohle und vollständig mit Leder gefüttert. Eine klassische Silhouette, inspiriert vom Design der 1950er Jahre, mit zeitgemäßen Proportionen neu interpretiert und ebenso passend zum Anzug wie zur getragenen Jeans. Handgefertigt in Almansa, Spanien."
p7773-v9541-s,de_DE,MORJAS The Venetian - Schwarzes Grain-Leder,"Der Venetian ist ein reduzierter Loafer in Mokassinkonstruktion, der von Hand in Italien genäht ist. Gefertigt aus genarbtem Kalbsleder, mit vollständiger Lederfütterung und gepolsterter Innensohle, die für ein angenehmes Tragegefühl sorgen. Die flexible Gummisohle unterstützt Komfort und Leichtigkeit im Alltag. Die Silhouette eignet sich für leichtes Tailoring und passt ebenso gut zu sommerlichen Looks."
p7774-v9542-s,de_DE,MORJAS The Venetian - Braunes Grain-Leder,"Der Venetian ist ein reduzierter Loafer in Mokassinkonstruktion, der von Hand in Italien genäht ist. Gefertigt aus genarbtem Kalbsleder, mit vollständiger Lederfütterung und gepolsterter Innensohle, die für ein angenehmes Tragegefühl sorgen. Die flexible Gummisohle unterstützt Komfort und Leichtigkeit im Alltag. Die Silhouette eignet sich für leichtes Tailoring und passt ebenso gut zu sommerlichen Looks."
p7775-v9543-s,de_DE,MORJAS The Venetian - Braunes Wildleder,"Der Venetian ist ein reduzierter Loafer in Mokassinkonstruktion, der von Hand in Italien genäht ist. Gefertigt aus Wildleder, mit vollständiger Lederfütterung und gepolsterter Innensohle, die für ein angenehmes Tragegefühl sorgen. Die flexible Gummisohle unterstützt Komfort und Leichtigkeit im Alltag. Die Silhouette eignet sich für leichtes Tailoring und passt ebenso gut zu sommerlichen Looks."
p7776-v9544-s,de_DE,MORJAS The Venetian - Sandfarbenes Wildleder,"Der Venetian ist ein reduzierter Loafer in Mokassinkonstruktion, der von Hand in Italien genäht ist. Gefertigt aus Wildleder, mit vollständiger Lederfütterung und gepolsterter Innensohle, die für ein angenehmes Tragegefühl sorgen. Die flexible Gummisohle unterstützt Komfort und Leichtigkeit im Alltag. Die Silhouette eignet sich für leichtes Tailoring und passt ebenso gut zu sommerlichen Looks."
p7333-v9088-s,de_DE,MORJAS The Full Strap Loafer - Schwarzes Kalbsleder,"Ein tief ausgeschnittener Loafer mit klarer Silhouette – geprägt durch den kürzeren Schaftausschnitt und den durchgehenden Riemen, der elegant über den Schuh verläuft. Gefertigt mit rahmengenähter Ledersohle. Handgefertigt in Almansa, Spanien."
p123-v1640-s,de_DE,MORJAS The Opera Pump - Schwarzes Lackleder,"Für uns der eleganteste Schuh zu Black- und White-Tie: Die Opera Pump ist ein Slipper mit Schleife und schwarzem, gestepptem Satinfutter, gefertigt in Spanien aus Lackleder. Ein Klassiker, der das 21. Jahrhundert nahezu unverändert aus dem 19. betreten hat."
p3130-v4811-s,de_DE,MORJAS Die Espadrille - Beiges ,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p2453-v4065-s,de_DE,MORJAS The Espadrille - All Black Suede,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p1648-v3165-s,de_DE,MORJAS The Espadrille - Taupefarbenes Wildleder,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p783-v2300-s,de_DE,MORJAS The Espadrille - Dunkelblaues Wildleder,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p782-v2299-s,de_DE,MORJAS The Espadrille - Hellgraues Wildleder,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p1649-v3166-s,de_DE,MORJAS The Espadrille - Elfenbein Baumwollcanvas,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p7768-v9536-s,de_DE,MORJAS The Espadrille - All Brown Suede,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p779-v2296-s,de_DE,MORJAS The Espadrille - Braunes Wildleder,"Die Espadrille ist auf einer leicht erhöhten Jutesohle konstruiert und sorgt für einen mühelos eleganten Look. Das weiche Obermaterial und die ausgewogene Silhouette machen sie zur natürlichen Wahl für warme Tage. Jedes Paar wird von Hand nach traditionellen Methoden gefertigt und erhält so einen dezenten, individuellen Charakter."
p3689-v5444-s,de_DE,MORJAS The Boat Shoe - Braunes Grain-Leder,Der Boat Shoe wird von Hand in Italien in Mokassinkonstruktion genäht und bleibt ungefüttert für besondere Leichtigkeit. Die tonale Gummisohle sorgt für Grip und einen dezent sportlichen Charakter. Die Silhouette passt zu weit geschnittenen Hosen und eignet sich ebenso für taillierte Shorts.
