id,override,title,description
p3152-v4834-s,fr_XX,MORJAS The Penny Loafer - Cuir Grainé Noir & Daim Bleu Marine,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p786-v2303-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Cuir Lisse Noir,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p785-v2302-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Daim Marron,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p2-v1524-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Cuir Grainé Noir,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p1629-v3146-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Cuir Lisse Marron,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p1630-v3147-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Daim Marron Moyen,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p4-v1526-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Cuir Grainé Marron,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p1628-v3145-s,fr_XX,MORJAS The Penny Loafer Rubber Sole - Cuir Lisse Bordeaux,"Notre modèle emblématique, lancé en 2017 et continuellement perfectionné depuis, repose sur une semelle fine pour une allure élancée et discrète. Sa silhouette polyvalente navigue aisément entre tenues casual et habillées. Chaque paire est fabriquée à la main à Almansa avec un montage Goodyear, gage de confort durable et de solidité."
p3122-v4803-s,fr_XX,MORJAS Le Ivy Loafer - Cuir Lisse Noir,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p3124-v4805-s,fr_XX,MORJAS Le Ivy Loafer - Daim Marron,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p7336-v9091-s,fr_XX,MORJAS The Ivy Loafer - Cuir Grainé Noir,"Le Ivy Loafer est un mocassin penny inspiré du style Ivy old-school. Il est construit avec un look légèrement plus boxer et décontracté que notre modèle phare de mocassins, ce qui donne une silhouette intemporelle et sportive. L'empeigne plus courte et la trépointe à 360 degrés renforcent davantage les éléments de conception qui s'inspirent de l'esthétique collégiale."
p3123-v4804-s,fr_XX,MORJAS Le Ivy Loafer - Cuir Lisse Bordeaux,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p7803-v9585-s,fr_XX,MORJAS The Ivy Loafer - Cuir Grainé Marron,"Le Ivy Loafer est un mocassin penny inspiré du style Ivy old-school. Il est construit avec un look légèrement plus boxer et décontracté que notre modèle phare de mocassins, ce qui donne une silhouette intemporelle et sportive. L'empeigne plus courte et la trépointe à 360 degrés renforcent davantage les éléments de conception qui s'inspirent de l'esthétique collégiale."
p7335-v9090-s,fr_XX,MORJAS The Ivy Loafer - Daim Noir,"Le Ivy Loafer est un mocassin penny inspiré du style Ivy old-school. Il est construit avec un look légèrement plus boxer et décontracté que notre modèle phare de mocassins, ce qui donne une silhouette intemporelle et sportive. L'empeigne plus courte et la trépointe à 360 degrés renforcent davantage les éléments de conception qui s'inspirent de l'esthétique collégiale."
p3420-v5102-s,fr_XX,MORJAS The Ivy Loafer Rubber Sole - Cuir Lisse Noir,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p3422-v5104-s,fr_XX,MORJAS The Ivy Loafer Rubber Sole - Daim Marron,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p7805-v9587-s,fr_XX,MORJAS The Ivy Loafer - Rubber Sole - Cuir Grainé Noir,"Le Ivy Loafer est un mocassin penny inspiré du style Ivy old-school. Il est construit avec un look légèrement plus boxer et décontracté que notre modèle phare de mocassins, ce qui donne une silhouette intemporelle et sportive. L'empeigne plus courte et la trépointe à 360 degrés renforcent davantage les éléments de conception qui s'inspirent de l'esthétique collégiale."
p3421-v5103-s,fr_XX,MORJAS The Ivy Loafer Rubber Sole - Cuir Lisse Bordeaux,"Le Ivy Loafer puise son inspiration dans le style Ivy traditionnel. Sa forme légèrement plus carrée et sa coupe décontractée le distinguent de notre Penny Loafer, lui donnant une allure sportive et durable. Son empeigne raccourcie et son cousu 360° soulignent l’influence universitaire de son design."
p7777-v9559-s,fr_XX,MORJAS The Ivy Loafer - Rubber Sole - Cuir Grainé Marron,"Le Ivy Loafer est un mocassin penny inspiré du style Ivy old-school. Il est construit avec un look légèrement plus boxer et décontracté que notre modèle phare de mocassins, ce qui donne une silhouette intemporelle et sportive. L'empeigne plus courte et la trépointe à 360 degrés renforcent davantage les éléments de conception qui s'inspirent de l'esthétique collégiale."
p35-v1527-s,fr_XX,MORJAS The Tassel Loafer - Cuir Lisse Noir,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p9-v1530-s,fr_XX,MORJAS The Tassel Loafer - Daim Marron,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p37-v1529-s,fr_XX,MORJAS The Tassel Loafer - Cuir Lisse Marron,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p10-v1531-s,fr_XX,MORJAS The Tassel Loafer - Daim Marron Moyen,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p36-v1528-s,fr_XX,MORJAS The Tassel Loafer - Cuir Lisse Bordeaux,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p788-v2305-s,fr_XX,MORJAS The Tassel Loafer Rubber Sole - Cuir Lisse Noir,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p787-v2304-s,fr_XX,MORJAS The Tassel Loafer Rubber Sole - Daim Marron,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p1624-v3141-s,fr_XX,MORJAS The Tassel Loafer Rubber Sole - Cuir Lisse Marron,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p1625-v3142-s,fr_XX,MORJAS The Tassel Loafer Rubber Sole - Daim Marron Moyen,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p1623-v3140-s,fr_XX,MORJAS The Tassel Loafer Rubber Sole - Cuir Lisse Bordeaux,"Fabriqué à la main en Espagne avec un cousu Goodyear, le Tassel Loafer présente un chaussant arrondi à l’avant-pied, ainsi qu’une cambrure et un talon subtilement sculptés. Sa silhouette épurée est soulignée par deux pampilles qui apportent mouvement et personnalité."
p3691-v5446-s,fr_XX,MORJAS The Belgian Unlined - Daim Beige – Non Doublé,"Le Belgian est notre version élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. Sa construction non doublée apporte une souplesse naturelle et un confort exceptionnel — de jour comme de nuit."
p3690-v5445-s,fr_XX,MORJAS The Belgian Unlined - Nubuck Taupe – Non Doublé,"Le Belgian est notre version élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. Sa construction non doublée apporte une souplesse naturelle et un confort exceptionnel — de jour comme de nuit."
p125-v1642-s,fr_XX,MORJAS The Belgian - Daim Noir,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. La fine semelle en cuir et le petit talon confèrent une silhouette classique et élancée."
p1643-v3160-s,fr_XX,MORJAS The Belgian - Cuir de Cerf Noir,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. La fine semelle en cuir et le petit talon confèrent une silhouette classique et élancée."
p1644-v3161-s,fr_XX,MORJAS The Belgian - Cuir de Cerf Marron,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. La fine semelle en cuir et le petit talon confèrent une silhouette classique et élancée."
p7766-v9534-s,fr_XX,MORJAS The Belgian - Cuir Verni Noir,"Conçu en cuir verni, ce Belgian interprète une alternative discrète à l'Opera Pump pour les occasions formelles, avec une silhouette épurée qui rend le modèle si polyvalent. Le fini brillant apporte une allure formelle, tandis que la fine semelle en cuir et le petit talon préservent une ligne nette. Fabriqué à la main en Espagne."
p3428-v5110-s,fr_XX,MORJAS The Belgian Rubber Sole - Cuir de Cerf Noir,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. Les semelles en caoutchouc souple, assorties à la couleur, apportent un nouveau niveau de confort, ce qui le rend idéal à porter à la maison ou en ville."
p3427-v5109-s,fr_XX,MORJAS The Belgian Rubber Sole - Cuir de Cerf Marron,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. Les semelles en caoutchouc souple, assorties à la couleur, apportent un nouveau niveau de confort, ce qui le rend idéal à porter à la maison ou en ville."
p3555-v5310-s,fr_XX,MORJAS The Belgian Rubber Sole - Daim Noir,"Le Belgian est notre interprétation élégante d’un mocassin classique. Facile à porter avec une tenue décontractée ou habillée, il s’adapte à toutes les occasions. Les semelles en caoutchouc souple, assorties à la couleur, apportent un nouveau niveau de confort, ce qui le rend idéal à porter à la maison ou en ville."
p1638-v3155-s,fr_XX,MORJAS The Horsebit Loafer - Cuir Lisse Noir,"Le Horsebit Loafer est construit sur le même forme que nos penny loafers et orné d'un détail métallique en travers du vamp. Cousu Goodyear sur une semelle cuir simple et entièrement doublé de cuir. Une silhouette classique inspirée du design des années 1950, revisitée avec des proportions contemporaines, aussi à l'aise avec un costume qu'avec un jean usé. Fabriqué à la main à Almansa, en Espagne."
p1639-v3156-s,fr_XX,MORJAS Le Mocassin à Mors - Daim Marron,"Le Horsebit Loafer est construit sur le même forme que nos penny loafers et orné d'un détail métallique en travers du vamp. Cousu Goodyear sur une semelle cuir simple et entièrement doublé de cuir. Une silhouette classique inspirée du design des années 1950, revisitée avec des proportions contemporaines, aussi à l'aise avec un costume qu'avec un jean usé. Fabriqué à la main à Almansa, en Espagne."
p7769-v9537-s,fr_XX,MORJAS The Horsebit Loafer - Cuir Grainé Noir,"Le Horsebit Loafer est construit sur le même forme que nos penny loafers et orné d'un détail métallique en travers du vamp. Cousu Goodyear sur une semelle cuir simple et entièrement doublé de cuir. Une silhouette classique inspirée du design des années 1950, revisitée avec des proportions contemporaines, aussi à l'aise avec un costume qu'avec un jean usé. Fabriqué à la main à Almansa, en Espagne."
p7770-v9538-s,fr_XX,MORJAS The Horsebit Loafer - Cuir Grainé Marron,"Le Horsebit Loafer est construit sur le même forme que nos penny loafers et orné d'un détail métallique en travers du vamp. Cousu Goodyear sur une semelle cuir simple et entièrement doublé de cuir. Une silhouette classique inspirée du design des années 1950, revisitée avec des proportions contemporaines, aussi à l'aise avec un costume qu'avec un jean usé. Fabriqué à la main à Almansa, en Espagne."
p7773-v9541-s,fr_XX,MORJAS The Venetian - Cuir Grainé Noir,"Le Venetian est un mocassin épuré, cousu à la main en Italie selon une construction mocassin. Conçu en cuir de veau grainé, avec doublure intégrale en cuir et semelle intérieure rembourrée qui adoucit chaque pas. Monté sur une semelle en caoutchouc souple et flexible pour un confort accru. La silhouette s'accorde bien avec un tailoring léger et se porte tout aussi bien avec des looks estivaux."
p7774-v9542-s,fr_XX,MORJAS The Venetian - Cuir Grainé Marron,"Le Venetian est un mocassin épuré, cousu à la main en Italie selon une construction mocassin. Conçu en cuir de veau grainé, avec doublure intégrale en cuir et semelle intérieure rembourrée qui adoucit chaque pas. Monté sur une semelle en caoutchouc souple et flexible pour un confort accru. La silhouette s'accorde bien avec un tailoring léger et se porte tout aussi bien avec des looks estivaux."
p7775-v9543-s,fr_XX,MORJAS The Venetian - Daim Marron,"Le Venetian est un mocassin épuré, cousu à la main en Italie selon une construction mocassin. Conçu en daim, avec doublure intégrale en cuir et semelle intérieure rembourrée qui adoucit chaque pas. Monté sur une semelle en caoutchouc souple et flexible pour un confort accru. La silhouette s'accorde bien avec un tailoring léger et se porte tout aussi bien avec des looks estivaux."
p7776-v9544-s,fr_XX,MORJAS The Venetian - Daim Sable,"Le Venetian est un mocassin épuré, cousu à la main en Italie selon une construction mocassin. Conçu en daim, avec doublure intégrale en cuir et semelle intérieure rembourrée qui adoucit chaque pas. Monté sur une semelle en caoutchouc souple et flexible pour un confort accru. La silhouette s'accorde bien avec un tailoring léger et se porte tout aussi bien avec des looks estivaux."
p7333-v9088-s,fr_XX,MORJAS The Full Strap Loafer - Cuir Lisse Noir,"Un mocassin échancré à la silhouette épurée, caractérisé par un plateau plus court et une bride longue qui traverse élégamment la tige. Construit sur une semelle en cuir avec construction Goodyear. Fabriqué à la main à Almansa, en Espagne."
p123-v1640-s,fr_XX,MORJAS The Opera Pump - Cuir Verni Noir,"Pour nous, la chaussure la plus élégante à porter avec un smoking ou une tenue de cérémonie : l’Opera Pump. Un slipper orné d’un nœud à l’avant et doté d’une doublure matelassée en satin noir, fabriqué à la main en Espagne en cuir verni. Un modèle qui est entré dans le XXIe siècle presque tel qu’il a quitté le XIXe."
p3130-v4811-s,fr_XX,MORJAS L'Espadrille - Daim Beige,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p2453-v4065-s,fr_XX,MORJAS The Espadrille - All Black Suede,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p1648-v3165-s,fr_XX,MORJAS The Espadrille - Daim Taupe,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p783-v2300-s,fr_XX,MORJAS The Espadrille - Daim Bleu Marine,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p782-v2299-s,fr_XX,MORJAS The Espadrille - Daim Beige Clair,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p1649-v3166-s,fr_XX,MORJAS The Espadrille - Toile Ivoire,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p7768-v9536-s,fr_XX,MORJAS The Espadrille - All Brown Suede,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p779-v2296-s,fr_XX,MORJAS The Espadrille - Daim Marron,"L’Espadrille est construite sur une semelle en jute légèrement surélevée pour une allure élégante et naturelle. La tige souple et la silhouette équilibrée en font un choix évident pour les journées estivales. Chaque paire est fabriquée à la main selon des méthodes traditionnelles, conférant à chaque chaussure un charme subtil et singulier."
p3689-v5444-s,fr_XX,MORJAS The Boat Shoe - Cuir Grainé Marron,"Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p3142-v4823-s,fr_XX,MORJAS Le Boat Shoe - Daim Marron,"[b]Bientôt disponible – s'inscrire pour être notifié[/b]  Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p3162-v4844-s,fr_XX,MORJAS Le Boat Shoe - Cuir Grainé Noir,"Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p7782-v9564-s,fr_XX,MORJAS The Boat Shoe - Daim Sable,"Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p7783-v9565-s,fr_XX,MORJAS The Boat Shoe - Daim Marron & Cuir Lisse Marron,"Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p3141-v4822-s,fr_XX,MORJAS Le Boat Shoe - Daim Noir,"Cousu à la main en Italie selon une construction mocassin, non doublé pour plus de légèreté. La semelle en caoutchouc ton sur ton apporte du grip et un caractère sportif discret. Une silhouette qui s'accorde avec des pantalons larges et se porte tout aussi bien avec un short taillé."
p7779-v9561-s,fr_XX,MORJAS The Deck Shoe - Toile Écru,"Le Deck Shoe s'inscrit dans la tradition maritime et est fabriqué à la main au Portugal, avec une tige en canvas légère et respirante. La semelle en caoutchouc blanc à surface texturée assure une bonne adhérence sur le pont, tandis que son profil épuré se marie facilement avec une tenue décontractée, du denim ou d'autres pièces casual."
p3685-v5440-s,fr_XX,MORJAS The Deck Shoe - Toile Bleu Marine,"Le Deck Shoe s'inscrit dans la tradition maritime et est fabriqué à la main au Portugal, avec une tige en canvas légère et respirante. La semelle en caoutchouc blanc à surface texturée assure une bonne adhérence sur le pont, tandis que son profil épuré se marie facilement avec une tenue décontractée, du denim ou d'autres pièces casual."
p7778-v9560-s,fr_XX,MORJAS The Deck Shoe - Toile Lavande,"Le Deck Shoe s'inscrit dans la tradition maritime et est fabriqué à la main au Portugal, avec une tige en canvas légère et respirante. La semelle en caoutchouc blanc à surface texturée assure une bonne adhérence sur le pont, tandis que son profil épuré se marie facilement avec une tenue décontractée, du denim ou d'autres pièces casual."
p7772-v9540-s,fr_XX,MORJAS The Plimsoll - Toile Écru,"La seule chaussure que nous cuisons. Le Plimsoll est fabriqué par vulcanisation, un procédé où la semelle et la tige sont fusionnées à 140 degrés. Le résultat est un sneaker à la fois souple et résistant, léger et adapté au printemps comme à l'été. Respirant, facile à porter, et conçu dans des matériaux qui développent du caractère avec le temps."
p3681-v5436-s,fr_XX,MORJAS The Plimsoll - Nubuck Taupe,"La seule chaussure que nous cuisons. Le Plimsoll est fabriqué par vulcanisation, un procédé où la semelle et la tige sont fusionnées à 140 degrés. Le résultat est un sneaker à la fois souple et résistant, léger et adapté au printemps comme à l'été. Respirant, facile à porter, et conçu dans des matériaux qui développent du caractère avec le temps."
